id,phone_id,counterparty_number,call_time,duration_seconds,data_source
CR000337,PH000146,8225785814,2025-03-30T22:26:58Z,350,SYNTHETIC
CR000338,PH000200,7080948287,2026-05-22T02:52:15Z,385,SYNTHETIC
CR000339,PH000244,6361253010,2024-04-05T00:53:05Z,883,SYNTHETIC
CR000340,PH000061,8089771202,2024-10-18T13:03:07Z,908,SYNTHETIC
CR000341,PH000351,8013720592,2025-12-15T22:44:19Z,1716,SYNTHETIC
CR000342,PH000140,7230074257,2026-04-16T07:17:11Z,589,SYNTHETIC
CR000343,PH000338,7734655270,2025-08-28T22:03:25Z,1125,SYNTHETIC
CR000344,PH000118,9532893694,2025-09-25T06:29:36Z,246,SYNTHETIC
CR000345,PH000119,8499200903,2025-12-16T16:34:41Z,1604,SYNTHETIC
CR000346,PH000181,9576202334,2025-10-22T11:15:31Z,344,SYNTHETIC
CR000347,PH000304,9014280388,2025-02-09T01:15:35Z,987,SYNTHETIC
CR000348,PH000341,9152814321,2025-07-21T16:24:08Z,1451,SYNTHETIC
CR000349,PH000244,7532008136,2025-09-10T11:46:03Z,949,SYNTHETIC
CR000350,PH000236,7626051407,2024-10-14T22:07:14Z,719,SYNTHETIC
CR000351,PH000135,6752599105,2024-06-03T19:53:52Z,58,SYNTHETIC
CR000352,PH000429,6853092795,2026-02-10T02:30:33Z,698,SYNTHETIC
CR000353,PH000042,9694731843,2024-04-01T19:17:34Z,1042,SYNTHETIC
CR000354,PH000270,9315958324,2025-10-27T07:03:53Z,1461,SYNTHETIC
CR000355,PH000262,8296775027,2024-04-10T18:08:33Z,227,SYNTHETIC
CR000356,PH000091,6354210194,2025-09-28T14:50:56Z,215,SYNTHETIC
CR000357,PH000278,7822843406,2024-01-23T19:44:20Z,27,SYNTHETIC
CR000358,PH000052,6217485870,2025-05-04T00:46:23Z,24,SYNTHETIC
CR000359,PH000249,8715779192,2025-12-04T07:43:28Z,1574,SYNTHETIC
CR000360,PH000180,6358973718,2025-04-06T21:22:07Z,1137,SYNTHETIC
CR000361,PH000100,6214547610,2024-09-23T13:26:42Z,654,SYNTHETIC
CR000362,PH000246,6968813353,2025-11-19T14:55:29Z,928,SYNTHETIC
CR000363,PH000046,6087863668,2025-05-28T03:53:01Z,1672,SYNTHETIC
CR000364,PH000060,8181635626,2025-07-11T18:41:16Z,1507,SYNTHETIC
CR000365,PH000161,9648814956,2024-01-06T20:46:03Z,664,SYNTHETIC
CR000366,PH000243,9814456112,2025-12-25T10:28:03Z,111,SYNTHETIC
CR000367,PH000428,7972068975,2026-08-09T22:58:29Z,624,SYNTHETIC
CR000368,PH000143,9130664090,2024-03-31T05:18:14Z,1292,SYNTHETIC
CR000369,PH000370,9906286630,2024-05-25T09:35:07Z,1753,SYNTHETIC
CR000370,PH000022,8012962247,2024-04-12T12:03:03Z,774,SYNTHETIC
CR000371,PH000140,7358305987,2026-04-02T11:53:35Z,277,SYNTHETIC
CR000372,PH000053,9892673307,2025-02-17T01:40:09Z,679,SYNTHETIC
CR000373,PH000358,9014280388,2024-03-16T18:16:01Z,1795,SYNTHETIC
CR000374,PH000384,9391655021,2025-11-18T05:45:23Z,217,SYNTHETIC
CR000375,PH000183,7533203028,2025-07-06T22:34:32Z,164,SYNTHETIC
CR000376,PH000199,7566933581,2024-06-14T12:47:13Z,867,SYNTHETIC
CR000377,PH000061,9880201084,2025-06-14T03:08:32Z,915,SYNTHETIC
CR000378,PH000187,6204808500,2025-08-24T10:21:51Z,1246,SYNTHETIC
CR000379,PH000367,9801035137,2025-03-20T02:07:29Z,798,SYNTHETIC
CR000380,PH000268,8190723856,2024-10-30T22:34:23Z,1709,SYNTHETIC
CR000381,PH000003,9535882832,2024-02-02T02:41:52Z,53,SYNTHETIC
CR000382,PH000181,9042131370,2025-09-14T15:24:15Z,1744,SYNTHETIC
CR000383,PH000030,6168767956,2024-06-22T22:53:32Z,1298,SYNTHETIC
CR000384,PH000106,8548242505,2025-07-16T01:20:41Z,757,SYNTHETIC
CR000385,PH000057,6197550468,2024-05-27T10:05:54Z,1128,SYNTHETIC
CR000386,PH000105,7366362689,2025-08-01T06:24:08Z,895,SYNTHETIC
CR000387,PH000175,7582430397,2024-11-21T03:40:11Z,1573,SYNTHETIC
CR000388,PH000066,8165961757,2024-07-23T23:01:54Z,1484,SYNTHETIC
CR000389,PH000279,7465035321,2025-02-19T09:47:51Z,1305,SYNTHETIC
CR000390,PH000068,9880201084,2024-04-25T02:20:46Z,397,SYNTHETIC
CR000391,PH000360,7717343772,2025-11-28T15:10:51Z,135,SYNTHETIC
CR000392,PH000064,6871973531,2024-05-16T22:56:51Z,808,SYNTHETIC
CR000393,PH000208,8786767406,2025-10-15T14:31:50Z,1274,SYNTHETIC
CR000394,PH000007,8097511790,2024-05-29T21:02:09Z,434,SYNTHETIC
CR000395,PH000252,6361253010,2024-09-03T08:43:21Z,1540,SYNTHETIC
CR000396,PH000021,7545392982,2024-02-29T23:03:19Z,1751,SYNTHETIC
CR000397,PH000152,7623400975,2026-01-14T17:41:12Z,492,SYNTHETIC
CR000398,PH000331,8572380481,2024-08-29T02:09:10Z,1108,SYNTHETIC
CR000399,PH000066,8070254026,2025-03-03T02:47:03Z,1620,SYNTHETIC
CR000400,PH000155,7314076479,2024-01-16T21:18:06Z,695,SYNTHETIC
CR000401,PH000053,8125903797,2025-09-02T07:34:05Z,1563,SYNTHETIC
CR000402,PH000363,9694731843,2024-09-01T06:33:39Z,1709,SYNTHETIC
CR000403,PH000163,6225565384,2024-08-06T09:10:30Z,524,SYNTHETIC
CR000404,PH000212,8763734315,2026-01-15T01:55:16Z,659,SYNTHETIC
CR000405,PH000330,9881533547,2024-05-11T09:32:00Z,1025,SYNTHETIC
CR000406,PH000425,8364578784,2025-08-04T08:15:21Z,352,SYNTHETIC
CR000407,PH000340,8644261243,2024-10-06T09:06:30Z,1538,SYNTHETIC
CR000408,PH000310,7910532547,2024-10-02T09:21:12Z,801,SYNTHETIC
CR000409,PH000061,7576352153,2026-03-24T05:36:51Z,580,SYNTHETIC
CR000410,PH000219,8887939308,2024-05-03T07:34:38Z,1552,SYNTHETIC
CR000411,PH000232,7505457720,2024-08-13T10:22:01Z,44,SYNTHETIC
CR000412,PH000058,7482196961,2024-10-28T18:08:20Z,971,SYNTHETIC
CR000413,PH000265,6405712160,2026-02-15T15:52:25Z,582,SYNTHETIC
CR000414,PH000001,7757911544,2024-02-23T14:47:13Z,976,SYNTHETIC
CR000415,PH000316,7230074257,2024-09-22T01:07:58Z,144,SYNTHETIC
CR000416,PH000155,6055903314,2025-06-24T03:49:47Z,153,SYNTHETIC
CR000417,PH000060,8089771202,2025-05-08T11:39:45Z,1543,SYNTHETIC
CR000418,PH000140,9713598720,2025-11-13T06:35:53Z,706,SYNTHETIC
CR000419,PH000223,8763734315,2024-03-12T03:55:49Z,1343,SYNTHETIC
CR000420,PH000047,6406395537,2025-08-04T12:28:41Z,462,SYNTHETIC
CR000421,PH000209,9270598443,2024-08-05T08:58:11Z,805,SYNTHETIC
CR000422,PH000308,6251826204,2024-10-13T23:41:19Z,526,SYNTHETIC
CR000423,PH000077,8919954309,2025-03-03T09:13:13Z,1471,SYNTHETIC
CR000424,PH000350,8088501498,2026-05-29T08:56:10Z,1774,SYNTHETIC
CR000425,PH000100,6643629683,2025-08-09T15:47:01Z,468,SYNTHETIC
CR000426,PH000076,8181635626,2025-11-26T06:14:27Z,1567,SYNTHETIC
CR000427,PH000214,7107753491,2025-03-22T14:08:48Z,1389,SYNTHETIC
CR000428,PH000254,9906286630,2026-04-18T18:37:18Z,1691,SYNTHETIC
CR000429,PH000135,9442286919,2025-06-25T13:28:08Z,1067,SYNTHETIC
CR000430,PH000433,7972068975,2026-07-19T20:50:29Z,272,SYNTHETIC
CR000431,PH000008,6970798317,2026-02-17T07:38:55Z,228,SYNTHETIC
CR000432,PH000183,9980383593,2024-01-11T07:33:19Z,215,SYNTHETIC
CR000433,PH000054,7668675368,2024-11-20T07:40:47Z,1199,SYNTHETIC
CR000434,PH000053,6934128569,2026-08-15T19:29:09Z,1057,SYNTHETIC
CR000435,PH000341,6345441715,2026-03-10T10:47:25Z,159,SYNTHETIC
CR000436,PH000146,7373650551,2026-05-16T05:20:46Z,1203,SYNTHETIC
CR000437,PH000319,6679658140,2024-03-10T16:29:08Z,1569,SYNTHETIC
CR000438,PH000049,6217485870,2025-12-25T04:30:49Z,1601,SYNTHETIC
CR000439,PH000326,8548242505,2026-03-20T06:54:10Z,1308,SYNTHETIC
CR000440,PH000243,9036959815,2025-01-22T12:50:53Z,1439,SYNTHETIC
CR000441,PH000067,8268648378,2025-12-19T21:15:59Z,1111,SYNTHETIC
CR000442,PH000134,8142800073,2025-04-08T15:02:48Z,884,SYNTHETIC
CR000443,PH000359,7914577741,2026-05-23T22:36:48Z,109,SYNTHETIC
CR000444,PH000105,7366362689,2024-05-23T18:45:23Z,30,SYNTHETIC
CR000445,PH000001,6132790567,2025-11-17T20:34:24Z,940,SYNTHETIC
CR000446,PH000066,9735508474,2024-03-21T03:29:00Z,740,SYNTHETIC
CR000447,PH000134,7749278040,2025-10-18T19:22:23Z,1241,SYNTHETIC
CR000448,PH000161,9315958324,2024-08-09T14:14:44Z,1040,SYNTHETIC
CR000449,PH000032,6723357887,2024-03-28T20:43:42Z,541,SYNTHETIC
CR000450,PH000098,7784885474,2025-04-03T00:30:56Z,1422,SYNTHETIC
CR000451,PH000026,8364578784,2025-01-31T14:52:40Z,252,SYNTHETIC
CR000452,PH000197,7258965734,2025-10-22T20:25:26Z,1725,SYNTHETIC
CR000453,PH000120,6643629683,2024-06-30T10:07:58Z,443,SYNTHETIC
CR000454,PH000342,6225565384,2025-07-29T23:00:04Z,992,SYNTHETIC
CR000455,PH000073,6338583094,2025-05-14T16:44:02Z,363,SYNTHETIC
CR000456,PH000124,7344312289,2025-06-14T12:27:01Z,1143,SYNTHETIC
CR000457,PH000196,7080948287,2024-03-09T12:21:21Z,1408,SYNTHETIC
CR000458,PH000209,7260213818,2024-07-28T17:59:51Z,989,SYNTHETIC
CR000459,PH000428,7258965734,2024-08-21T08:46:31Z,1104,SYNTHETIC
CR000460,PH000017,8012962247,2026-08-05T04:41:16Z,862,SYNTHETIC
CR000461,PH000033,9811757678,2024-11-18T20:40:07Z,963,SYNTHETIC
CR000462,PH000351,7972068975,2024-11-03T09:20:09Z,220,SYNTHETIC
CR000463,PH000104,6864772078,2024-04-10T16:01:12Z,879,SYNTHETIC
CR000464,PH000303,8644261243,2024-12-15T10:24:06Z,520,SYNTHETIC
CR000465,PH000095,8956491639,2026-02-14T05:50:20Z,1275,SYNTHETIC
CR000466,PH000085,7934074467,2026-01-17T01:56:01Z,1256,SYNTHETIC
CR000467,PH000141,7804662513,2025-07-18T21:37:14Z,718,SYNTHETIC
CR000468,PH000319,8626615589,2025-12-12T07:02:03Z,1662,SYNTHETIC
CR000469,PH000152,7255481529,2024-09-19T15:59:48Z,1594,SYNTHETIC
CR000470,PH000058,7545392982,2024-01-08T07:57:45Z,1795,SYNTHETIC
CR000471,PH000354,9498878717,2026-02-21T12:21:22Z,830,SYNTHETIC
CR000472,PH000109,7366362689,2026-02-09T07:38:17Z,1182,SYNTHETIC
CR000473,PH000263,7608483979,2025-01-21T18:19:40Z,672,SYNTHETIC
CR000474,PH000091,7130527820,2025-03-25T13:33:33Z,852,SYNTHETIC
CR000475,PH000037,7280025799,2024-12-06T05:17:33Z,1009,SYNTHETIC
CR000476,PH000420,9131529955,2024-03-29T12:59:10Z,1333,SYNTHETIC
CR000477,PH000183,9356786959,2025-02-04T19:06:26Z,1395,SYNTHETIC
CR000478,PH000352,7784885474,2025-04-30T16:07:31Z,1589,SYNTHETIC
CR000479,PH000179,7060782485,2025-02-18T09:28:07Z,18,SYNTHETIC
CR000480,PH000148,9094054783,2025-07-20T09:51:48Z,536,SYNTHETIC
CR000481,PH000264,9166779843,2025-05-03T05:17:32Z,1340,SYNTHETIC
CR000482,PH000260,7725778837,2026-01-28T04:10:35Z,1765,SYNTHETIC
CR000483,PH000126,6758971576,2024-11-27T23:43:56Z,1598,SYNTHETIC
CR000484,PH000294,7068907865,2024-05-21T22:57:22Z,1676,SYNTHETIC
CR000485,PH000109,9532893694,2024-10-09T14:38:55Z,326,SYNTHETIC
CR000486,PH000163,9445990646,2025-12-20T13:12:55Z,1367,SYNTHETIC
CR000487,PH000002,7658855498,2026-01-05T02:31:07Z,865,SYNTHETIC
CR000488,PH000051,6758971576,2024-03-09T02:27:43Z,826,SYNTHETIC
CR000489,PH000098,7972068975,2026-08-01T20:25:52Z,700,SYNTHETIC
CR000490,PH000426,7623400975,2024-12-18T23:23:32Z,591,SYNTHETIC
CR000491,PH000152,8781973182,2024-09-02T15:03:26Z,1572,SYNTHETIC
CR000492,PH000049,9608227986,2024-06-18T01:33:24Z,723,SYNTHETIC
CR000493,PH000244,8698603119,2025-01-25T18:09:19Z,1715,SYNTHETIC
CR000494,PH000353,9429713771,2026-01-08T19:09:16Z,1060,SYNTHETIC
CR000495,PH000241,9647543003,2026-07-13T10:14:10Z,674,SYNTHETIC
CR000496,PH000043,7668675368,2025-07-29T08:43:24Z,1544,SYNTHETIC
CR000497,PH000077,7734655270,2025-02-04T10:01:34Z,1701,SYNTHETIC
CR000498,PH000071,6197550468,2026-03-31T18:44:44Z,488,SYNTHETIC
CR000499,PH000093,7156040040,2025-12-26T19:39:50Z,737,SYNTHETIC
CR000500,PH000051,6190003790,2024-10-29T14:23:19Z,240,SYNTHETIC
CR000501,PH000193,9255043206,2024-05-27T16:35:57Z,585,SYNTHETIC
CR000502,PH000172,9960013487,2026-08-07T01:08:33Z,1532,SYNTHETIC
CR000503,PH000352,9832551508,2025-10-19T05:02:34Z,414,SYNTHETIC
CR000504,PH000179,8190723856,2024-12-19T00:58:29Z,808,SYNTHETIC
CR000505,PH000183,8151925881,2024-03-30T01:51:52Z,224,SYNTHETIC
CR000506,PH000119,8552362285,2026-06-16T19:53:28Z,1305,SYNTHETIC
CR000507,PH000203,9768019271,2026-06-18T07:28:10Z,194,SYNTHETIC
CR000508,PH000426,7725778837,2026-03-25T02:59:31Z,759,SYNTHETIC
CR000509,PH000071,9832551508,2025-01-12T18:53:37Z,447,SYNTHETIC
CR000510,PH000209,8270533609,2024-10-21T00:38:23Z,189,SYNTHETIC
CR000511,PH000177,8279853154,2024-05-15T14:10:41Z,1057,SYNTHETIC
CR000512,PH000020,9550370881,2025-08-23T18:25:14Z,1557,SYNTHETIC
CR000513,PH000197,6071453174,2026-02-15T14:17:10Z,175,SYNTHETIC
CR000514,PH000327,6147465527,2026-08-23T02:24:35Z,1444,SYNTHETIC
CR000515,PH000066,8283416239,2024-06-20T15:33:32Z,871,SYNTHETIC
CR000516,PH000050,6758971576,2024-07-24T02:21:45Z,1277,SYNTHETIC
CR000517,PH000177,7060782485,2025-03-28T06:25:50Z,389,SYNTHETIC
CR000518,PH000007,8486748501,2025-08-25T00:53:26Z,997,SYNTHETIC
CR000519,PH000071,6338583094,2026-07-31T21:43:33Z,183,SYNTHETIC
CR000520,PH000288,9668122365,2024-05-27T14:36:01Z,1321,SYNTHETIC
CR000521,PH000192,8279853154,2024-12-23T16:47:51Z,152,SYNTHETIC
CR000522,PH000125,9335770429,2024-03-07T06:26:54Z,626,SYNTHETIC
CR000523,PH000259,8938124668,2025-06-10T15:52:00Z,1132,SYNTHETIC
CR000524,PH000031,7809804539,2024-06-29T20:23:20Z,714,SYNTHETIC
CR000525,PH000093,7879654298,2025-04-17T12:57:57Z,1306,SYNTHETIC
CR000526,PH000072,8268648378,2025-10-09T09:23:37Z,78,SYNTHETIC
CR000527,PH000212,8603370805,2025-09-10T07:51:39Z,654,SYNTHETIC
CR000528,PH000128,7043133576,2024-09-10T10:07:53Z,271,SYNTHETIC
CR000529,PH000140,9713598720,2025-07-27T08:28:55Z,331,SYNTHETIC
CR000530,PH000185,9980383593,2024-05-29T18:52:59Z,111,SYNTHETIC
CR000531,PH000274,8097511790,2024-10-26T05:31:55Z,1668,SYNTHETIC
CR000532,PH000360,8142800073,2025-02-17T22:32:38Z,1770,SYNTHETIC
CR000533,PH000098,6251826204,2025-08-31T07:14:30Z,1424,SYNTHETIC
CR000534,PH000100,8453016278,2026-01-24T07:46:29Z,557,SYNTHETIC
CR000535,PH000257,7972068975,2025-01-23T20:59:24Z,54,SYNTHETIC
CR000536,PH000155,7934074467,2026-01-11T03:57:21Z,1324,SYNTHETIC
CR000537,PH000184,9980383593,2024-09-30T15:45:49Z,498,SYNTHETIC
CR000538,PH000061,9884167411,2024-08-06T16:36:39Z,349,SYNTHETIC
CR000539,PH000042,9037666954,2024-07-14T04:27:49Z,1513,SYNTHETIC
CR000540,PH000319,8715924397,2025-06-07T23:40:26Z,1196,SYNTHETIC
CR000541,PH000311,7658855498,2026-05-16T18:47:04Z,1115,SYNTHETIC
CR000542,PH000113,8426957236,2026-02-25T15:47:00Z,196,SYNTHETIC
CR000543,PH000007,8967161586,2025-11-02T13:53:12Z,141,SYNTHETIC
CR000544,PH000405,9647543003,2025-04-23T09:36:45Z,391,SYNTHETIC
CR000545,PH000098,8426957236,2024-09-07T04:31:23Z,1761,SYNTHETIC
CR000546,PH000056,9694731843,2026-04-19T10:52:43Z,137,SYNTHETIC
CR000547,PH000162,9315958324,2024-03-09T08:45:59Z,219,SYNTHETIC
CR000548,PH000189,6265117603,2025-12-31T08:29:15Z,1629,SYNTHETIC
CR000549,PH000092,6552931918,2026-07-05T02:00:07Z,964,SYNTHETIC
CR000550,PH000058,6338583094,2025-12-16T06:53:20Z,1565,SYNTHETIC
CR000551,PH000043,8279402124,2025-03-27T18:25:33Z,802,SYNTHETIC
CR000552,PH000287,7533203028,2024-11-23T21:31:05Z,1335,SYNTHETIC
CR000553,PH000064,9884167411,2026-04-05T15:57:01Z,827,SYNTHETIC
CR000554,PH000224,6659798467,2025-11-21T20:57:00Z,198,SYNTHETIC
CR000555,PH000182,7934074467,2026-03-08T05:51:25Z,385,SYNTHETIC
CR000556,PH000230,9536344864,2025-12-03T01:42:37Z,1765,SYNTHETIC
CR000557,PH000058,8084743914,2025-01-26T18:38:01Z,816,SYNTHETIC
CR000558,PH000051,7008343533,2025-04-18T16:01:10Z,1665,SYNTHETIC
CR000559,PH000211,9014280388,2024-10-18T22:03:10Z,215,SYNTHETIC
CR000560,PH000206,8552362285,2024-07-05T13:55:33Z,1455,SYNTHETIC
CR000561,PH000165,7557621965,2025-05-03T09:18:57Z,1224,SYNTHETIC
CR000562,PH000009,8268648378,2025-06-15T20:17:51Z,1502,SYNTHETIC
CR000563,PH000057,8918890383,2025-02-09T10:37:35Z,773,SYNTHETIC
CR000564,PH000376,9568082909,2026-04-25T11:31:01Z,1763,SYNTHETIC
CR000565,PH000168,6156863161,2026-08-01T05:47:59Z,660,SYNTHETIC
CR000566,PH000032,8398704504,2024-05-18T02:15:07Z,1314,SYNTHETIC
CR000567,PH000090,7366362689,2026-06-05T03:24:09Z,543,SYNTHETIC
CR000568,PH000041,9299767657,2025-02-03T01:53:12Z,754,SYNTHETIC
CR000569,PH000121,9682643107,2025-09-09T09:15:19Z,1634,SYNTHETIC
CR000570,PH000359,9132491950,2026-07-22T17:00:48Z,1349,SYNTHETIC
CR000571,PH000030,8486748501,2026-03-16T02:13:41Z,1526,SYNTHETIC
CR000572,PH000090,7441718125,2025-12-19T02:00:41Z,1168,SYNTHETIC
CR000573,PH000132,9402766563,2026-04-01T14:19:19Z,873,SYNTHETIC
CR000574,PH000050,9125637078,2026-05-30T18:39:49Z,1334,SYNTHETIC
CR000575,PH000049,7668675368,2024-12-27T17:51:47Z,1377,SYNTHETIC
CR000576,PH000018,6752599105,2026-03-26T08:40:39Z,1587,SYNTHETIC
CR000577,PH000182,9255043206,2026-03-06T06:45:30Z,1516,SYNTHETIC
CR000578,PH000143,8180710203,2025-11-08T23:12:04Z,400,SYNTHETIC
CR000579,PH000185,7668675368,2026-05-05T17:14:49Z,629,SYNTHETIC
CR000580,PH000166,9074715187,2026-03-11T20:26:13Z,482,SYNTHETIC
CR000581,PH000340,6796307193,2024-12-30T22:38:49Z,563,SYNTHETIC
CR000582,PH000179,6643629683,2026-03-12T17:11:40Z,1025,SYNTHETIC
CR000583,PH000178,6443834177,2026-06-19T09:59:02Z,190,SYNTHETIC
CR000584,PH000135,9402766563,2026-05-06T19:04:04Z,863,SYNTHETIC
CR000585,PH000433,6689843415,2026-04-29T15:51:34Z,1230,SYNTHETIC
CR000586,PH000424,7577715535,2026-02-11T03:30:03Z,469,SYNTHETIC
CR000587,PH000124,9294296673,2024-07-07T21:16:54Z,1478,SYNTHETIC
CR000588,PH000095,7366362689,2026-05-23T00:59:57Z,348,SYNTHETIC
CR000589,PH000019,8266182303,2025-10-28T10:31:38Z,1723,SYNTHETIC
CR000590,PH000120,7441718125,2024-05-25T05:22:32Z,538,SYNTHETIC
CR000591,PH000329,8013720592,2024-03-01T20:44:46Z,1717,SYNTHETIC
CR000592,PH000066,8545563411,2025-07-22T22:32:11Z,1256,SYNTHETIC
CR000593,PH000057,7565379443,2024-10-02T19:01:32Z,1619,SYNTHETIC
CR000594,PH000361,8318321235,2025-05-22T16:56:54Z,733,SYNTHETIC
CR000595,PH000153,6225565384,2026-05-25T04:20:21Z,1250,SYNTHETIC
CR000596,PH000161,9648814956,2024-01-04T18:36:08Z,223,SYNTHETIC
CR000597,PH000250,7804141328,2026-02-21T12:20:30Z,969,SYNTHETIC
CR000598,PH000213,7969226509,2026-07-11T15:46:20Z,1399,SYNTHETIC
CR000599,PH000002,8284150710,2026-04-01T20:51:03Z,169,SYNTHETIC
CR000600,PH000071,7910532547,2025-12-15T09:25:34Z,1478,SYNTHETIC
CR000601,PH000128,9568294794,2024-06-05T20:39:21Z,644,SYNTHETIC
CR000602,PH000059,9924802355,2024-06-17T12:01:44Z,1137,SYNTHETIC
CR000603,PH000101,9682643107,2026-06-03T07:59:35Z,322,SYNTHETIC
CR000604,PH000135,9492921572,2024-11-17T14:39:47Z,1248,SYNTHETIC
CR000605,PH000322,6405712160,2025-09-20T07:01:46Z,531,SYNTHETIC
CR000606,PH000345,8798668534,2024-07-06T04:16:35Z,1214,SYNTHETIC
CR000607,PH000348,8886168045,2024-04-03T00:59:47Z,1293,SYNTHETIC
CR000608,PH000143,8886168045,2024-05-20T19:26:13Z,1534,SYNTHETIC
CR000609,PH000095,7029480386,2025-02-25T10:32:00Z,1649,SYNTHETIC
CR000610,PH000132,9492921572,2025-02-15T18:21:41Z,385,SYNTHETIC
CR000611,PH000096,8548242505,2026-05-26T09:45:08Z,653,SYNTHETIC
CR000612,PH000160,7255481529,2026-04-06T03:42:53Z,249,SYNTHETIC
CR000613,PH000404,9642260317,2026-04-13T09:52:05Z,263,SYNTHETIC
CR000614,PH000162,8938124668,2025-02-01T04:16:39Z,685,SYNTHETIC
CR000615,PH000250,7969226509,2025-03-19T04:53:38Z,787,SYNTHETIC
CR000616,PH000092,7606749938,2025-09-04T18:15:50Z,1291,SYNTHETIC
CR000617,PH000133,7242671685,2025-01-23T01:48:49Z,166,SYNTHETIC
CR000618,PH000072,8132400725,2026-08-03T11:25:20Z,142,SYNTHETIC
CR000619,PH000125,7242671685,2025-12-31T05:09:31Z,235,SYNTHETIC
CR000620,PH000276,7809804539,2025-09-06T04:38:32Z,688,SYNTHETIC
CR000621,PH000281,7611657175,2024-04-22T18:47:31Z,542,SYNTHETIC
CR000622,PH000068,7734655270,2024-11-19T03:51:19Z,406,SYNTHETIC
CR000623,PH000424,7288169392,2026-03-09T01:11:56Z,524,SYNTHETIC
CR000624,PH000009,9303744459,2024-03-05T18:43:37Z,384,SYNTHETIC
CR000625,PH000252,8715779192,2026-04-04T08:46:22Z,1007,SYNTHETIC
CR000626,PH000124,6880738831,2026-07-30T16:39:12Z,1075,SYNTHETIC
CR000627,PH000206,8284150710,2025-09-05T17:45:45Z,1567,SYNTHETIC
CR000628,PH000212,7532008136,2026-04-09T03:24:49Z,1555,SYNTHETIC
CR000629,PH000225,8243325070,2025-07-17T13:20:20Z,423,SYNTHETIC
CR000630,PH000257,8321279646,2024-02-14T22:16:02Z,1719,SYNTHETIC
CR000631,PH000302,7972068975,2024-02-15T08:59:37Z,736,SYNTHETIC
CR000632,PH000139,8450778136,2024-03-20T09:21:34Z,1154,SYNTHETIC
CR000633,PH000057,8132400725,2026-07-05T00:38:55Z,814,SYNTHETIC
CR000634,PH000294,8603370805,2024-01-20T01:46:06Z,863,SYNTHETIC
CR000635,PH000239,8603370805,2024-10-20T22:36:56Z,768,SYNTHETIC
CR000636,PH000047,9795135550,2026-01-20T20:11:52Z,930,SYNTHETIC
CR000637,PH000254,7969226509,2024-07-07T21:34:34Z,1719,SYNTHETIC
CR000638,PH000316,7577715535,2024-04-03T21:41:03Z,1299,SYNTHETIC
CR000639,PH000151,9303744459,2024-06-28T15:23:47Z,1574,SYNTHETIC
CR000640,PH000043,9694731843,2026-05-01T20:53:44Z,122,SYNTHETIC
CR000641,PH000152,6156863161,2026-03-08T14:58:11Z,1179,SYNTHETIC
CR000642,PH000147,8886168045,2024-09-25T06:54:11Z,644,SYNTHETIC
CR000643,PH000236,8767233357,2024-12-21T11:47:44Z,311,SYNTHETIC
CR000644,PH000423,8097511790,2025-09-24T21:48:06Z,885,SYNTHETIC
CR000645,PH000154,6880738831,2024-02-26T08:33:40Z,684,SYNTHETIC
CR000646,PH000098,8560633526,2025-11-04T02:26:03Z,907,SYNTHETIC
CR000647,PH000303,6659111855,2026-08-05T09:49:17Z,1055,SYNTHETIC
CR000648,PH000037,8608283898,2025-04-07T04:54:08Z,656,SYNTHETIC
CR000649,PH000245,6689843415,2025-11-16T21:27:38Z,185,SYNTHETIC
CR000650,PH000060,8319443944,2024-08-03T23:39:57Z,193,SYNTHETIC
CR000651,PH000090,7606749938,2026-02-06T04:48:41Z,371,SYNTHETIC
CR000652,PH000245,7305789426,2026-01-21T01:43:34Z,1234,SYNTHETIC
CR000653,PH000204,7238414597,2025-09-07T12:16:33Z,1566,SYNTHETIC
CR000654,PH000186,7540931288,2024-09-19T13:20:33Z,245,SYNTHETIC
CR000655,PH000289,8603370805,2024-08-28T04:34:25Z,88,SYNTHETIC
CR000656,PH000222,6629759317,2024-08-21T23:52:42Z,134,SYNTHETIC
CR000657,PH000152,9684391157,2024-04-05T03:12:12Z,700,SYNTHETIC
CR000658,PH000010,8266182303,2024-09-20T10:30:09Z,1276,SYNTHETIC
CR000659,PH000107,8168564407,2024-06-11T16:05:11Z,406,SYNTHETIC
CR000660,PH000093,6568330958,2024-11-25T13:17:45Z,1593,SYNTHETIC
CR000661,PH000001,7737352525,2024-10-27T16:11:20Z,1048,SYNTHETIC
CR000662,PH000143,6871973531,2025-05-17T07:22:40Z,704,SYNTHETIC
CR000663,PH000089,6338583094,2025-07-01T08:33:41Z,106,SYNTHETIC
CR000664,PH000072,7576352153,2024-04-13T23:37:00Z,1219,SYNTHETIC
CR000665,PH000323,7043133576,2025-02-10T06:01:37Z,295,SYNTHETIC
CR000666,PH000286,6240268494,2026-06-08T06:28:30Z,429,SYNTHETIC
CR000667,PH000057,6338583094,2026-08-01T19:17:21Z,130,SYNTHETIC
CR000668,PH000213,8660942447,2024-02-04T23:04:14Z,938,SYNTHETIC
CR000669,PH000238,8051616360,2025-01-20T20:46:46Z,301,SYNTHETIC
CR000670,PH000426,6190003790,2025-07-27T19:47:08Z,1499,SYNTHETIC
CR000671,PH000277,7965811697,2026-07-14T11:39:50Z,1278,SYNTHETIC
CR000672,PH000244,7784885474,2025-12-09T07:02:39Z,1638,SYNTHETIC
CR000673,PH000302,7242671685,2025-10-22T03:46:29Z,1742,SYNTHETIC
