id,source_record_id,source_record_type,entity_text,entity_type,confidence,span_start,span_end,extraction_model,resolved_entity_id,created_at
EM000510,FR000026,FIR,Case Number,LOCATION,0.7,535,546,drishyam-ner-v1,,2026-09-07T05:41:13.287982Z
EM000511,FR000026,FIR,CASE-0022,CASE_NUMBER,0.95,547,556,drishyam-ner-v1,,2026-09-07T05:41:13.287985Z
EM000512,FR000026,FIR,Section,PERSON,0.78,588,595,drishyam-ner-v1,,2026-09-07T05:41:13.287989Z
EM000513,FR000026,FIR,Section 21 NDPS,LEGAL_SECTION,0.85,588,603,drishyam-ner-v1,,2026-09-07T05:41:13.287992Z
EM000514,FR000027,FIR,Complainant Harinakshi Baria,PERSON,0.78,0,28,drishyam-ner-v1,,2026-09-07T05:41:13.289332Z
EM000515,FR000027,FIR,Villupuram,PERSON,0.78,42,52,drishyam-ner-v1,,2026-09-07T05:41:13.289336Z
EM000516,FR000027,FIR,Section,PERSON,0.78,67,74,drishyam-ner-v1,,2026-09-07T05:41:13.289339Z
EM000517,FR000027,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,67,83,drishyam-ner-v1,,2026-09-07T05:41:13.289341Z
EM000518,FR000027,FIR,01-Apr-2025,DATE,0.8,97,108,drishyam-ner-v1,,2026-09-07T05:41:13.289343Z
EM000519,FR000027,FIR,Apr,PERSON,0.78,100,103,drishyam-ner-v1,,2026-09-07T05:41:13.289346Z
EM000520,FR000027,FIR,13-Apr-2025,DATE,0.8,113,124,drishyam-ner-v1,,2026-09-07T05:41:13.289348Z
EM000521,FR000027,FIR,Apr,PERSON,0.78,116,119,drishyam-ner-v1,,2026-09-07T05:41:13.289350Z
EM000522,FR000027,FIR,Lavanya Kaul,PERSON,0.78,126,138,drishyam-ner-v1,P000197,2026-09-07T05:41:13.289354Z
EM000523,FR000027,FIR,Xalak Bhatia,PERSON,0.78,160,172,drishyam-ner-v1,P000199,2026-09-07T05:41:13.289357Z
EM000524,FR000027,FIR,Steel Falcon Gang,GANG,0.82,185,202,drishyam-ner-v1,ORG000012,2026-09-07T05:41:13.289359Z
EM000525,FR000027,FIR,A/C XXXX3606,BANK_ACCOUNT,0.85,231,243,drishyam-ner-v1,AC000233,2026-09-07T05:41:13.289361Z
EM000526,FR000027,FIR,31/03/2025,DATE,0.8,299,309,drishyam-ner-v1,,2026-09-07T05:41:13.289363Z
EM000527,FR000027,FIR,A/C XXXX3606,BANK_ACCOUNT,0.85,357,369,drishyam-ner-v1,AC000233,2026-09-07T05:41:13.289365Z
EM000528,FR000027,FIR,Suspects,PERSON,0.78,389,397,drishyam-ner-v1,,2026-09-07T05:41:13.289368Z
EM000529,FR000027,FIR,6676954957,PHONE,0.97,409,419,drishyam-ner-v1,PH000244,2026-09-07T05:41:13.289370Z
EM000530,FR000027,FIR,Lavanya Kaul,PERSON,0.78,463,475,drishyam-ner-v1,P000197,2026-09-07T05:41:13.289372Z
EM000531,FR000027,FIR,Chokkanadar Pettai Oil,PERSON,0.78,495,517,drishyam-ner-v1,,2026-09-07T05:41:13.289374Z
EM000532,FR000027,FIR,Depot,PERSON,0.78,518,523,drishyam-ner-v1,,2026-09-07T05:41:13.289376Z
EM000533,FR000027,FIR,TN34 VV 1372,VEHICLE,0.9,558,570,drishyam-ner-v1,VH000132,2026-09-07T05:41:13.289379Z
EM000534,FR000027,FIR,Number,PERSON,0.78,576,582,drishyam-ner-v1,,2026-09-07T05:41:13.289381Z
EM000535,FR000027,FIR,FIR-2025-0025,FIR_NUMBER,0.95,583,596,drishyam-ner-v1,,2026-09-07T05:41:13.289383Z
EM000536,FR000027,FIR,Case Number,LOCATION,0.7,614,625,drishyam-ner-v1,,2026-09-07T05:41:13.289385Z
EM000537,FR000027,FIR,CASE-0023,CASE_NUMBER,0.95,626,635,drishyam-ner-v1,,2026-09-07T05:41:13.289387Z
EM000538,FR000027,FIR,Section,PERSON,0.78,655,662,drishyam-ner-v1,,2026-09-07T05:41:13.289389Z
EM000539,FR000027,FIR,Section,PERSON,0.78,674,681,drishyam-ner-v1,,2026-09-07T05:41:13.289391Z
EM000540,FR000027,FIR,Section 120B IPC,LEGAL_SECTION,0.85,674,690,drishyam-ner-v1,,2026-09-07T05:41:13.289393Z
EM000541,FR000028,FIR,Complainant Harinakshi Baria,PERSON,0.78,0,28,drishyam-ner-v1,,2026-09-07T05:41:13.290679Z
EM000542,FR000028,FIR,Villupuram,PERSON,0.78,42,52,drishyam-ner-v1,,2026-09-07T05:41:13.290682Z
EM000543,FR000028,FIR,Section,PERSON,0.78,67,74,drishyam-ner-v1,,2026-09-07T05:41:13.290684Z
EM000544,FR000028,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,67,83,drishyam-ner-v1,,2026-09-07T05:41:13.290687Z
EM000545,FR000028,FIR,01-Apr-2025,DATE,0.8,97,108,drishyam-ner-v1,,2026-09-07T05:41:13.290689Z
EM000546,FR000028,FIR,Apr,PERSON,0.78,100,103,drishyam-ner-v1,,2026-09-07T05:41:13.290691Z
EM000547,FR000028,FIR,05-Apr-2025,DATE,0.8,113,124,drishyam-ner-v1,,2026-09-07T05:41:13.290693Z
EM000548,FR000028,FIR,Apr,PERSON,0.78,116,119,drishyam-ner-v1,,2026-09-07T05:41:13.290696Z
EM000549,FR000028,FIR,Lavanya Kaul,PERSON,0.78,126,138,drishyam-ner-v1,P000197,2026-09-07T05:41:13.290698Z
EM000550,FR000028,FIR,Xalak Bhatia,PERSON,0.78,160,172,drishyam-ner-v1,P000199,2026-09-07T05:41:13.290701Z
EM000551,FR000028,FIR,Steel Falcon Gang,GANG,0.82,185,202,drishyam-ner-v1,ORG000012,2026-09-07T05:41:13.290703Z
EM000552,FR000028,FIR,A/C XXXX3606,BANK_ACCOUNT,0.85,231,243,drishyam-ner-v1,AC000233,2026-09-07T05:41:13.290705Z
EM000553,FR000028,FIR,24/03/2025,DATE,0.8,299,309,drishyam-ner-v1,,2026-09-07T05:41:13.290707Z
EM000554,FR000028,FIR,A/C XXXX3606,BANK_ACCOUNT,0.85,357,369,drishyam-ner-v1,AC000233,2026-09-07T05:41:13.290710Z
EM000555,FR000028,FIR,Suspects,PERSON,0.78,389,397,drishyam-ner-v1,,2026-09-07T05:41:13.290712Z
EM000556,FR000028,FIR,6676954957,PHONE,0.97,409,419,drishyam-ner-v1,PH000244,2026-09-07T05:41:13.290714Z
EM000557,FR000028,FIR,Lavanya Kaul,PERSON,0.78,463,475,drishyam-ner-v1,P000197,2026-09-07T05:41:13.290716Z
EM000558,FR000028,FIR,Thirunagar Cold Storage,PERSON,0.78,495,518,drishyam-ner-v1,,2026-09-07T05:41:13.290719Z
EM000559,FR000028,FIR,TN34 VV 1372,VEHICLE,0.9,553,565,drishyam-ner-v1,VH000132,2026-09-07T05:41:13.290721Z
EM000560,FR000028,FIR,Number,PERSON,0.78,571,577,drishyam-ner-v1,,2026-09-07T05:41:13.290723Z
EM000561,FR000028,FIR,FIR-2025-0026,FIR_NUMBER,0.95,578,591,drishyam-ner-v1,,2026-09-07T05:41:13.290725Z
EM000562,FR000028,FIR,Case Number,LOCATION,0.7,609,620,drishyam-ner-v1,,2026-09-07T05:41:13.290727Z
EM000563,FR000028,FIR,CASE-0023,CASE_NUMBER,0.95,621,630,drishyam-ner-v1,,2026-09-07T05:41:13.290729Z
EM000564,FR000028,FIR,Section,PERSON,0.78,650,657,drishyam-ner-v1,,2026-09-07T05:41:13.290731Z
EM000565,FR000028,FIR,Section,PERSON,0.78,669,676,drishyam-ner-v1,,2026-09-07T05:41:13.290734Z
EM000566,FR000028,FIR,Section 120B IPC,LEGAL_SECTION,0.85,669,685,drishyam-ner-v1,,2026-09-07T05:41:13.290736Z
EM000567,FR000029,FIR,Complainant Rudra Prabhu,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.292513Z
EM000568,FR000029,FIR,13-Jan-2024,DATE,0.8,37,48,drishyam-ner-v1,,2026-09-07T05:41:13.292517Z
EM000569,FR000029,FIR,Jan,PERSON,0.78,40,43,drishyam-ner-v1,,2026-09-07T05:41:13.292521Z
EM000570,FR000029,FIR,Kuruvikulam Construction Site,PERSON,0.78,79,108,drishyam-ner-v1,,2026-09-07T05:41:13.292525Z
EM000571,FR000029,FIR,Tiruppur,PERSON,0.78,110,118,drishyam-ner-v1,,2026-09-07T05:41:13.292528Z
EM000572,FR000029,FIR,07/01/2024,DATE,0.8,123,133,drishyam-ner-v1,,2026-09-07T05:41:13.292532Z
EM000573,FR000029,FIR,TN62 XL 4747,VEHICLE,0.9,160,172,drishyam-ner-v1,VH000116,2026-09-07T05:41:13.292535Z
EM000574,FR000029,FIR,Ekani Mohan,PERSON,0.78,188,199,drishyam-ner-v1,P000171,2026-09-07T05:41:13.292538Z
EM000575,FR000029,FIR,Silk,PERSON,0.78,207,211,drishyam-ner-v1,,2026-09-07T05:41:13.292541Z
EM000576,FR000029,FIR,Nandini Dugar,PERSON,0.78,217,230,drishyam-ner-v1,P000097,2026-09-07T05:41:13.292545Z
EM000577,FR000029,FIR,9536344864,PHONE,0.97,257,267,drishyam-ner-v1,PH000216,2026-09-07T05:41:13.292548Z
EM000578,FR000029,FIR,Kuruvikulam Construction Site,PERSON,0.78,280,309,drishyam-ner-v1,,2026-09-07T05:41:13.292552Z
EM000579,FR000029,FIR,Stolen,PERSON,0.78,311,317,drishyam-ner-v1,,2026-09-07T05:41:13.292556Z
EM000580,FR000029,FIR,Number,PERSON,0.78,361,367,drishyam-ner-v1,,2026-09-07T05:41:13.292560Z
EM000581,FR000029,FIR,FIR-2024-0027,FIR_NUMBER,0.95,368,381,drishyam-ner-v1,,2026-09-07T05:41:13.292563Z
EM000582,FR000029,FIR,Case Number,LOCATION,0.7,388,399,drishyam-ner-v1,,2026-09-07T05:41:13.292567Z
EM000583,FR000029,FIR,CASE-0024,CASE_NUMBER,0.95,400,409,drishyam-ner-v1,,2026-09-07T05:41:13.292570Z
EM000584,FR000029,FIR,Section,PERSON,0.78,426,433,drishyam-ner-v1,,2026-09-07T05:41:13.292574Z
EM000585,FR000029,FIR,Section 379 IPC,LEGAL_SECTION,0.85,426,441,drishyam-ner-v1,,2026-09-07T05:41:13.292577Z
EM000586,FR000029,FIR,Investigation,LOCATION,0.7,455,468,drishyam-ner-v1,,2026-09-07T05:41:13.292584Z
EM000587,FR000030,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.294656Z
EM000588,FR000030,FIR,04-Jun-2025,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.294661Z
EM000589,FR000030,FIR,Jun,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.294664Z
EM000590,FR000030,FIR,Thirunagar Industrial Estate,PERSON,0.78,78,106,drishyam-ner-v1,,2026-09-07T05:41:13.294667Z
EM000591,FR000030,FIR,Coimbatore,PERSON,0.78,108,118,drishyam-ner-v1,,2026-09-07T05:41:13.294671Z
EM000592,FR000030,FIR,Complainant Xiti Kanda,PERSON,0.78,120,142,drishyam-ner-v1,,2026-09-07T05:41:13.294674Z
EM000593,FR000030,FIR,Umang Nadkarni,PERSON,0.78,154,168,drishyam-ner-v1,P000144,2026-09-07T05:41:13.294677Z
EM000594,FR000030,FIR,Silk,PERSON,0.78,176,180,drishyam-ner-v1,,2026-09-07T05:41:13.294684Z
EM000595,FR000030,FIR,Darpan Bajwa,PERSON,0.78,186,198,drishyam-ner-v1,P000151,2026-09-07T05:41:13.294688Z
EM000596,FR000030,FIR,Black Lotus Network,GANG,0.82,233,252,drishyam-ner-v1,ORG000009,2026-09-07T05:41:13.294694Z
EM000597,FR000030,FIR,03/06/2025,DATE,0.8,273,283,drishyam-ner-v1,,2026-09-07T05:41:13.294698Z
EM000598,FR000030,FIR,Umang Nadkarni,PERSON,0.78,329,343,drishyam-ner-v1,P000144,2026-09-07T05:41:13.294702Z
EM000599,FR000030,FIR,TN01 JP 3962,VEHICLE,0.9,376,388,drishyam-ner-v1,,2026-09-07T05:41:13.294705Z
EM000600,FR000030,FIR,7060782485,PHONE,0.97,433,443,drishyam-ner-v1,PH000183,2026-09-07T05:41:13.294708Z
EM000601,FR000030,FIR,Contraband,PERSON,0.78,445,455,drishyam-ner-v1,,2026-09-07T05:41:13.294712Z
EM000602,FR000030,FIR,Number,PERSON,0.78,499,505,drishyam-ner-v1,,2026-09-07T05:41:13.294716Z
EM000603,FR000030,FIR,FIR-2025-0028,FIR_NUMBER,0.95,506,519,drishyam-ner-v1,,2026-09-07T05:41:13.294720Z
EM000604,FR000030,FIR,Case Number,LOCATION,0.7,526,537,drishyam-ner-v1,,2026-09-07T05:41:13.294723Z
EM000605,FR000030,FIR,CASE-0025,CASE_NUMBER,0.95,538,547,drishyam-ner-v1,,2026-09-07T05:41:13.294727Z
EM000606,FR000030,FIR,Section,PERSON,0.78,579,586,drishyam-ner-v1,,2026-09-07T05:41:13.294733Z
EM000607,FR000030,FIR,Section 418 IPC,LEGAL_SECTION,0.85,579,594,drishyam-ner-v1,,2026-09-07T05:41:13.294736Z
EM000608,FR000031,FIR,Complainant Zinal Nagarajan,PERSON,0.78,0,27,drishyam-ner-v1,,2026-09-07T05:41:13.296818Z
EM000609,FR000031,FIR,Chennai,PERSON,0.78,41,48,drishyam-ner-v1,,2026-09-07T05:41:13.296822Z
EM000610,FR000031,FIR,Section,PERSON,0.78,63,70,drishyam-ner-v1,,2026-09-07T05:41:13.296826Z
EM000611,FR000031,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,63,79,drishyam-ner-v1,,2026-09-07T05:41:13.296829Z
EM000612,FR000031,FIR,09-Sep-2024,DATE,0.8,93,104,drishyam-ner-v1,,2026-09-07T05:41:13.296832Z
EM000613,FR000031,FIR,Sep,PERSON,0.78,96,99,drishyam-ner-v1,,2026-09-07T05:41:13.296835Z
EM000614,FR000031,FIR,20-Sep-2024,DATE,0.8,109,120,drishyam-ner-v1,,2026-09-07T05:41:13.296838Z
EM000615,FR000031,FIR,Sep,PERSON,0.78,112,115,drishyam-ner-v1,,2026-09-07T05:41:13.296842Z
EM000616,FR000031,FIR,Veer Mital,PERSON,0.78,122,132,drishyam-ner-v1,P000172,2026-09-07T05:41:13.296845Z
EM000617,FR000031,FIR,Silk,PERSON,0.78,140,144,drishyam-ner-v1,,2026-09-07T05:41:13.296848Z
EM000618,FR000031,FIR,Max Nadig,PERSON,0.78,150,159,drishyam-ner-v1,P000181,2026-09-07T05:41:13.296851Z
EM000619,FR000031,FIR,Blue Orchid Cartel,GANG,0.82,172,190,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.296855Z
EM000620,FR000031,FIR,A/C XXXX6141,BANK_ACCOUNT,0.85,219,231,drishyam-ner-v1,AC000208,2026-09-07T05:41:13.296858Z
EM000621,FR000031,FIR,06/09/2024,DATE,0.8,287,297,drishyam-ner-v1,,2026-09-07T05:41:13.296861Z
EM000622,FR000031,FIR,A/C XXXX6141,BANK_ACCOUNT,0.85,345,357,drishyam-ner-v1,AC000208,2026-09-07T05:41:13.296864Z
EM000623,FR000031,FIR,Suspects,PERSON,0.78,377,385,drishyam-ner-v1,,2026-09-07T05:41:13.296868Z
EM000624,FR000031,FIR,9036959815,PHONE,0.97,397,407,drishyam-ner-v1,PH000217,2026-09-07T05:41:13.296872Z
EM000625,FR000031,FIR,Veer Mital,PERSON,0.78,451,461,drishyam-ner-v1,P000172,2026-09-07T05:41:13.296876Z
EM000626,FR000031,FIR,Pappanaickenpalayam Bridge End,PERSON,0.78,481,511,drishyam-ner-v1,,2026-09-07T05:41:13.296880Z
EM000627,FR000031,FIR,TN64 SL 6012,VEHICLE,0.9,546,558,drishyam-ner-v1,VH000117,2026-09-07T05:41:13.296884Z
EM000628,FR000031,FIR,Number,PERSON,0.78,564,570,drishyam-ner-v1,,2026-09-07T05:41:13.296888Z
EM000629,FR000031,FIR,FIR-2024-0029,FIR_NUMBER,0.95,571,584,drishyam-ner-v1,,2026-09-07T05:41:13.296891Z
EM000630,FR000031,FIR,Case Number,LOCATION,0.7,602,613,drishyam-ner-v1,,2026-09-07T05:41:13.296895Z
EM000631,FR000031,FIR,CASE-0026,CASE_NUMBER,0.95,614,623,drishyam-ner-v1,,2026-09-07T05:41:13.296898Z
EM000632,FR000031,FIR,Section,PERSON,0.78,643,650,drishyam-ner-v1,,2026-09-07T05:41:13.296901Z
EM000633,FR000031,FIR,Section,PERSON,0.78,662,669,drishyam-ner-v1,,2026-09-07T05:41:13.296905Z
EM000634,FR000031,FIR,Section 120B IPC,LEGAL_SECTION,0.85,662,678,drishyam-ner-v1,,2026-09-07T05:41:13.296908Z
EM000635,FR000032,FIR,Complainant Xiti Ratti,PERSON,0.78,0,22,drishyam-ner-v1,,2026-09-07T05:41:13.298700Z
EM000636,FR000032,FIR,Pothigai Nagar Oil,PERSON,0.78,35,53,drishyam-ner-v1,,2026-09-07T05:41:13.298706Z
EM000637,FR000032,FIR,Depot,PERSON,0.78,54,59,drishyam-ner-v1,,2026-09-07T05:41:13.298710Z
EM000638,FR000032,FIR,Chennai,PERSON,0.78,78,85,drishyam-ner-v1,,2026-09-07T05:41:13.298714Z
EM000639,FR000032,FIR,01-Feb-2025,DATE,0.8,89,100,drishyam-ner-v1,,2026-09-07T05:41:13.298717Z
EM000640,FR000032,FIR,Feb,PERSON,0.78,92,95,drishyam-ner-v1,,2026-09-07T05:41:13.298721Z
EM000641,FR000032,FIR,Turvi Khare,PERSON,0.78,106,117,drishyam-ner-v1,P000139,2026-09-07T05:41:13.298725Z
EM000642,FR000032,FIR,Silk,PERSON,0.78,125,129,drishyam-ner-v1,,2026-09-07T05:41:13.298729Z
EM000643,FR000032,FIR,Falguni Barad,PERSON,0.78,135,148,drishyam-ner-v1,P000152,2026-09-07T05:41:13.298733Z
EM000644,FR000032,FIR,Black Lotus Network,GANG,0.82,156,175,drishyam-ner-v1,ORG000009,2026-09-07T05:41:13.298736Z
EM000645,FR000032,FIR,31/01/2025,DATE,0.8,264,274,drishyam-ner-v1,,2026-09-07T05:41:13.298740Z
EM000646,FR000032,FIR,Turvi Khare,PERSON,0.78,276,287,drishyam-ner-v1,P000139,2026-09-07T05:41:13.298744Z
EM000647,FR000032,FIR,9255043206,PHONE,0.97,324,334,drishyam-ner-v1,PH000178,2026-09-07T05:41:13.298748Z
EM000648,FR000032,FIR,The,LOCATION,0.7,380,383,drishyam-ner-v1,,2026-09-07T05:41:13.298751Z
EM000649,FR000032,FIR,TN75 TH 2925,VEHICLE,0.9,441,453,drishyam-ner-v1,VH000093,2026-09-07T05:41:13.298755Z
EM000650,FR000032,FIR,Number,PERSON,0.78,459,465,drishyam-ner-v1,,2026-09-07T05:41:13.298759Z
EM000651,FR000032,FIR,FIR-2025-0030,FIR_NUMBER,0.95,466,479,drishyam-ner-v1,,2026-09-07T05:41:13.298763Z
EM000652,FR000032,FIR,Case Number,LOCATION,0.7,497,508,drishyam-ner-v1,,2026-09-07T05:41:13.298767Z
EM000653,FR000032,FIR,CASE-0027,CASE_NUMBER,0.95,509,518,drishyam-ner-v1,,2026-09-07T05:41:13.298770Z
EM000654,FR000032,FIR,Investigating,PERSON,0.78,584,597,drishyam-ner-v1,,2026-09-07T05:41:13.298774Z
EM000655,FR000033,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.300711Z
EM000656,FR000033,FIR,27-Feb-2026,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.300717Z
EM000657,FR000033,FIR,Feb,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.300721Z
EM000658,FR000033,FIR,Kajamalai Industrial Estate,PERSON,0.78,78,105,drishyam-ner-v1,,2026-09-07T05:41:13.300728Z
EM000659,FR000033,FIR,Erode,PERSON,0.78,107,112,drishyam-ner-v1,,2026-09-07T05:41:13.300732Z
EM000660,FR000033,FIR,Complainant Eta Agarwal,PERSON,0.78,114,137,drishyam-ner-v1,,2026-09-07T05:41:13.300736Z
EM000661,FR000033,FIR,Pallavi Nigam,PERSON,0.78,149,162,drishyam-ner-v1,P000160,2026-09-07T05:41:13.300741Z
EM000662,FR000033,FIR,Silk,PERSON,0.78,170,174,drishyam-ner-v1,,2026-09-07T05:41:13.300745Z
EM000663,FR000033,FIR,Xiti Gupta,PERSON,0.78,180,190,drishyam-ner-v1,P000159,2026-09-07T05:41:13.300749Z
EM000664,FR000033,FIR,Eastern Arc Outfit,GANG,0.82,225,243,drishyam-ner-v1,ORG000010,2026-09-07T05:41:13.300753Z
EM000665,FR000033,FIR,25/02/2026,DATE,0.8,264,274,drishyam-ner-v1,,2026-09-07T05:41:13.300757Z
EM000666,FR000033,FIR,Pallavi Nigam,PERSON,0.78,320,333,drishyam-ner-v1,P000160,2026-09-07T05:41:13.300762Z
EM000667,FR000033,FIR,TN58 LX 1668,VEHICLE,0.9,366,378,drishyam-ner-v1,VH000107,2026-09-07T05:41:13.300766Z
EM000668,FR000033,FIR,7610228601,PHONE,0.97,423,433,drishyam-ner-v1,PH000202,2026-09-07T05:41:13.300769Z
EM000669,FR000033,FIR,Contraband,PERSON,0.78,435,445,drishyam-ner-v1,,2026-09-07T05:41:13.300775Z
EM000670,FR000033,FIR,Number,PERSON,0.78,489,495,drishyam-ner-v1,,2026-09-07T05:41:13.300781Z
EM000671,FR000033,FIR,FIR-2026-0031,FIR_NUMBER,0.95,496,509,drishyam-ner-v1,,2026-09-07T05:41:13.300785Z
EM000672,FR000033,FIR,Case Number,LOCATION,0.7,516,527,drishyam-ner-v1,,2026-09-07T05:41:13.300789Z
EM000673,FR000033,FIR,CASE-0028,CASE_NUMBER,0.95,528,537,drishyam-ner-v1,,2026-09-07T05:41:13.300793Z
EM000674,FR000033,FIR,Section,PERSON,0.78,569,576,drishyam-ner-v1,,2026-09-07T05:41:13.300799Z
EM000675,FR000034,FIR,Complainant Nidhi Dhillon,PERSON,0.78,0,25,drishyam-ner-v1,,2026-09-07T05:41:13.301874Z
EM000676,FR000034,FIR,Kajamalai Junction,PERSON,0.78,38,56,drishyam-ner-v1,,2026-09-07T05:41:13.301877Z
EM000677,FR000034,FIR,Tiruchchirappalli,PERSON,0.78,75,92,drishyam-ner-v1,,2026-09-07T05:41:13.301880Z
EM000678,FR000034,FIR,27-Aug-2024,DATE,0.8,96,107,drishyam-ner-v1,,2026-09-07T05:41:13.301882Z
EM000679,FR000034,FIR,Aug,PERSON,0.78,99,102,drishyam-ner-v1,,2026-09-07T05:41:13.301884Z
EM000680,FR000034,FIR,Sachi Keer,PERSON,0.78,113,123,drishyam-ner-v1,P000092,2026-09-07T05:41:13.301887Z
EM000681,FR000034,FIR,Aayush Sachdeva,PERSON,0.78,145,160,drishyam-ner-v1,P000053,2026-09-07T05:41:13.301889Z
EM000682,FR000034,FIR,Red Sand Gang,GANG,0.82,168,181,drishyam-ner-v1,ORG000005,2026-09-07T05:41:13.301892Z
EM000683,FR000034,FIR,20/08/2024,DATE,0.8,270,280,drishyam-ner-v1,,2026-09-07T05:41:13.301894Z
EM000684,FR000034,FIR,Sachi Keer,PERSON,0.78,282,292,drishyam-ner-v1,P000092,2026-09-07T05:41:13.301896Z
EM000685,FR000034,FIR,9839654741,PHONE,0.97,329,339,drishyam-ner-v1,PH000119,2026-09-07T05:41:13.301898Z
EM000686,FR000034,FIR,The,LOCATION,0.7,385,388,drishyam-ner-v1,,2026-09-07T05:41:13.301901Z
EM000687,FR000034,FIR,TN30 EK 3992,VEHICLE,0.9,446,458,drishyam-ner-v1,VH000061,2026-09-07T05:41:13.301903Z
EM000688,FR000034,FIR,Number,PERSON,0.78,464,470,drishyam-ner-v1,,2026-09-07T05:41:13.301905Z
EM000689,FR000034,FIR,FIR-2024-0032,FIR_NUMBER,0.95,471,484,drishyam-ner-v1,,2026-09-07T05:41:13.301907Z
EM000690,FR000034,FIR,Case Number,LOCATION,0.7,502,513,drishyam-ner-v1,,2026-09-07T05:41:13.301909Z
EM000691,FR000034,FIR,CASE-0029,CASE_NUMBER,0.95,514,523,drishyam-ner-v1,,2026-09-07T05:41:13.301911Z
EM000692,FR000034,FIR,Investigating,PERSON,0.78,586,599,drishyam-ner-v1,,2026-09-07T05:41:13.301914Z
EM000693,FR000035,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.303022Z
EM000694,FR000035,FIR,18-Feb-2026,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.303025Z
EM000695,FR000035,FIR,Feb,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.303027Z
EM000696,FR000035,FIR,Ukkadam Cold Storage,PERSON,0.78,78,98,drishyam-ner-v1,,2026-09-07T05:41:13.303030Z
EM000697,FR000035,FIR,Tiruchchirappalli,PERSON,0.78,100,117,drishyam-ner-v1,,2026-09-07T05:41:13.303032Z
EM000698,FR000035,FIR,Complainant Darpan Sood,PERSON,0.78,119,142,drishyam-ner-v1,,2026-09-07T05:41:13.303034Z
EM000699,FR000035,FIR,Triveni Lad,PERSON,0.78,154,165,drishyam-ner-v1,P000103,2026-09-07T05:41:13.303036Z
EM000700,FR000035,FIR,Bina Reddy,PERSON,0.78,188,198,drishyam-ner-v1,P000131,2026-09-07T05:41:13.303038Z
EM000701,FR000035,FIR,Delta Cartel,GANG,0.82,233,245,drishyam-ner-v1,ORG000006,2026-09-07T05:41:13.303041Z
EM000702,FR000035,FIR,09/02/2026,DATE,0.8,266,276,drishyam-ner-v1,,2026-09-07T05:41:13.303043Z
EM000703,FR000035,FIR,Triveni Lad,PERSON,0.78,322,333,drishyam-ner-v1,P000103,2026-09-07T05:41:13.303045Z
EM000704,FR000035,FIR,TN58 PR 2486,VEHICLE,0.9,366,378,drishyam-ner-v1,,2026-09-07T05:41:13.303047Z
EM000705,FR000035,FIR,8142800073,PHONE,0.97,423,433,drishyam-ner-v1,PH000133,2026-09-07T05:41:13.303050Z
EM000706,FR000035,FIR,Contraband,PERSON,0.78,435,445,drishyam-ner-v1,,2026-09-07T05:41:13.303052Z
EM000707,FR000035,FIR,Number,PERSON,0.78,488,494,drishyam-ner-v1,,2026-09-07T05:41:13.303054Z
EM000708,FR000035,FIR,FIR-2026-0033,FIR_NUMBER,0.95,495,508,drishyam-ner-v1,,2026-09-07T05:41:13.303056Z
EM000709,FR000035,FIR,Case Number,LOCATION,0.7,515,526,drishyam-ner-v1,,2026-09-07T05:41:13.303058Z
EM000710,FR000035,FIR,CASE-0030,CASE_NUMBER,0.95,527,536,drishyam-ner-v1,,2026-09-07T05:41:13.303060Z
EM000711,FR000035,FIR,Section,PERSON,0.78,568,575,drishyam-ner-v1,,2026-09-07T05:41:13.303062Z
EM000712,FR000036,FIR,Complainant Rehaan Chada,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.305050Z
EM000713,FR000036,FIR,Pudukkottai,PERSON,0.78,38,49,drishyam-ner-v1,,2026-09-07T05:41:13.305055Z
EM000714,FR000036,FIR,Section,PERSON,0.78,64,71,drishyam-ner-v1,,2026-09-07T05:41:13.305058Z
EM000715,FR000036,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,64,80,drishyam-ner-v1,,2026-09-07T05:41:13.305062Z
EM000716,FR000036,FIR,24-Jul-2026,DATE,0.8,94,105,drishyam-ner-v1,,2026-09-07T05:41:13.305066Z
EM000717,FR000036,FIR,Jul,PERSON,0.78,97,100,drishyam-ner-v1,,2026-09-07T05:41:13.305070Z
EM000718,FR000036,FIR,29-Jul-2026,DATE,0.8,110,121,drishyam-ner-v1,,2026-09-07T05:41:13.305073Z
EM000719,FR000036,FIR,Jul,PERSON,0.78,113,116,drishyam-ner-v1,,2026-09-07T05:41:13.305077Z
